,geometry
8504,"POLYGON ((103.8076018628974 1.295784142444829, 103.8085702567658 1.295225039984212, 103.8085702567658 1.294106835062979, 103.8076018628974 1.293547732602362, 103.806633469029 1.294106835062979, 103.806633469029 1.295225039984212, 103.8076018628974 1.295784142444829))"
8505,"POLYGON ((103.8095386506342 1.295784142444829, 103.8105070445027 1.295225039984212, 103.8105070445027 1.294106835062979, 103.8095386506342 1.293547732602362, 103.8085702567658 1.294106835062979, 103.8085702567658 1.295225039984212, 103.8095386506342 1.295784142444829))"
8506,"POLYGON ((103.8114754383711 1.295784142444829, 103.8124438322395 1.295225039984212, 103.8124438322395 1.294106835062979, 103.8114754383711 1.293547732602362, 103.8105070445027 1.294106835062979, 103.8105070445027 1.295225039984212, 103.8114754383711 1.295784142444829))"
8507,"POLYGON ((103.8134122261079 1.295784142444829, 103.8143806199764 1.295225039984212, 103.8143806199764 1.294106835062979, 103.8134122261079 1.293547732602362, 103.8124438322395 1.294106835062979, 103.8124438322395 1.295225039984212, 103.8134122261079 1.295784142444829))"
8508,"POLYGON ((103.8153490138448 1.295784142444829, 103.8162506445478 1.295263585715761, 103.81624443843 1.29523673097537, 103.815976656856 1.29410605881053, 103.815962433408 1.29403461751054, 103.8159283742233 1.293882226472853, 103.8153490138448 1.293547732602362, 103.8143806199764 1.294106835062979, 103.8143806199764 1.295225039984212, 103.8153490138448 1.295784142444829))"
8509,"POLYGON ((103.7625212093607 1.293856346868638, 103.7630557449498 1.293547732602362, 103.7630557449498 1.292429527681129, 103.7620873510814 1.291870425220512, 103.7615917500045 1.292156560635658, 103.762012477157 1.29287161836143, 103.761896667663 1.29293717877261, 103.7625212093607 1.293856346868638))"
8510,"POLYGON ((103.7640241388182 1.294106835062979, 103.7649925326866 1.293547732602362, 103.7649925326866 1.292429527681129, 103.7640241388182 1.291870425220512, 103.7630557449498 1.292429527681129, 103.7630557449498 1.293547732602362, 103.7640241388182 1.294106835062979))"
8511,"POLYGON ((103.7666757225013 1.292283112852476, 103.7659609265551 1.291870425220512, 103.7649925326866 1.292429527681129, 103.7649925326866 1.293547732602362, 103.7657293949257 1.293973160214426, 103.765759526445 1.29390813193763, 103.765990562942 1.29340741697339, 103.766052762761 1.29326936110423, 103.76610218532 1.29316491739772, 103.766171966045 1.29302988501636, 103.766183707838 1.29300914825718, 103.766241832718 1.29290645381919, 103.766321776932 1.29276772827936, 103.766369179705 1.29269160106101, 103.766415724194 1.29262206211226, 103.766454193962 1.2925687020247, 103.766499718422 1.29250604978074, 103.766572834393 1.2924092747943, 103.766670799246 1.29228890198124, 103.7666757225013 1.292283112852476))"
8512,"POLYGON ((103.7688661081603 1.293546670368635, 103.7688661081603 1.292429527681129, 103.7678977142919 1.291870425220512, 103.7676553570432 1.292010350243286, 103.767719868797 1.29209201862063, 103.767858419425 1.29226745441536, 103.768018484399 1.29245688037091, 103.768056478897 1.2925054203928, 103.768329646495 1.29285435017051, 103.768450876534 1.29300920758495, 103.76850136487 1.29307369729034, 103.7688661081603 1.293546670368635))"
8513,"POLYGON ((103.7698345020288 1.294106835062979, 103.7708028958972 1.293547732602362, 103.7708028958972 1.292429527681129, 103.7698345020288 1.291870425220512, 103.7688661081604 1.292429527681129, 103.7688661081604 1.293546670368654, 103.7688675847598 1.293548585117429, 103.7698345020288 1.294106835062979))"
8514,"POLYGON ((103.7717712897656 1.294106835062979, 103.772739683634 1.293547732602362, 103.772739683634 1.292429527681129, 103.7717712897656 1.291870425220512, 103.7708028958972 1.292429527681129, 103.7708028958972 1.293547732602362, 103.7717712897656 1.294106835062979))"
8515,"POLYGON ((103.7737080775025 1.294106835062979, 103.7746764713709 1.293547732602362, 103.7746764713709 1.292429527681129, 103.7737080775025 1.291870425220512, 103.7727396836341 1.292429527681129, 103.7727396836341 1.293547732602362, 103.7737080775025 1.294106835062979))"
8516,"POLYGON ((103.7756448652393 1.294106835062979, 103.7766132591077 1.293547732602362, 103.7766132591077 1.292429527681129, 103.7756448652393 1.291870425220512, 103.7746764713709 1.292429527681129, 103.7746764713709 1.293547732602362, 103.7756448652393 1.294106835062979))"
8517,"POLYGON ((103.7775816529762 1.294106835062979, 103.7785500468446 1.293547732602362, 103.7785500468446 1.292429527681129, 103.7775816529762 1.291870425220512, 103.7766132591078 1.292429527681129, 103.7766132591078 1.293547732602362, 103.7775816529762 1.294106835062979))"
8518,"POLYGON ((103.779518440713 1.294106835062979, 103.7804868345815 1.293547732602362, 103.7804868345815 1.292429527681129, 103.779518440713 1.291870425220512, 103.7785500468446 1.292429527681129, 103.7785500468446 1.293547732602362, 103.779518440713 1.294106835062979))"
8519,"POLYGON ((103.7814552284499 1.294106835062979, 103.7824236223183 1.293547732602362, 103.7824236223183 1.292429527681129, 103.7814552284499 1.291870425220512, 103.7804868345815 1.292429527681129, 103.7804868345815 1.293547732602362, 103.7814552284499 1.294106835062979))"
8520,"POLYGON ((103.7833920161867 1.294106835062979, 103.7843604100552 1.293547732602362, 103.7843604100552 1.292429527681129, 103.7833920161867 1.291870425220512, 103.7824236223183 1.292429527681129, 103.7824236223183 1.293547732602362, 103.7833920161867 1.294106835062979))"
8521,"POLYGON ((103.7853288039236 1.294106835062979, 103.786297197792 1.293547732602362, 103.786297197792 1.292429527681129, 103.7853288039236 1.291870425220512, 103.7843604100552 1.292429527681129, 103.7843604100552 1.293547732602362, 103.7853288039236 1.294106835062979))"
8522,"POLYGON ((103.7872655916604 1.294106835062979, 103.7882339855289 1.293547732602362, 103.7882339855289 1.292429527681129, 103.7872655916604 1.291870425220512, 103.786297197792 1.292429527681129, 103.786297197792 1.293547732602362, 103.7872655916604 1.294106835062979))"
8523,"POLYGON ((103.7892023793973 1.294106835062979, 103.7901707732657 1.293547732602362, 103.7901707732657 1.292429527681129, 103.7892023793973 1.291870425220512, 103.7882339855289 1.292429527681129, 103.7882339855289 1.293547732602362, 103.7892023793973 1.294106835062979))"
8524,"POLYGON ((103.7911391671341 1.294106835062979, 103.7921075610026 1.293547732602362, 103.7921075610026 1.292429527681129, 103.7911391671341 1.291870425220512, 103.7901707732657 1.292429527681129, 103.7901707732657 1.293547732602362, 103.7911391671341 1.294106835062979))"
8525,"POLYGON ((103.793075954871 1.294106835062979, 103.7940443487394 1.293547732602362, 103.7940443487394 1.292429527681129, 103.793075954871 1.291870425220512, 103.7921075610026 1.292429527681129, 103.7921075610026 1.293547732602362, 103.793075954871 1.294106835062979))"
8526,"POLYGON ((103.7950127426079 1.294106835062979, 103.7959811364763 1.293547732602362, 103.7959811364763 1.292429527681129, 103.7950127426079 1.291870425220512, 103.7940443487394 1.292429527681129, 103.7940443487394 1.293547732602362, 103.7950127426079 1.294106835062979))"
8527,"POLYGON ((103.7969495303447 1.294106835062979, 103.7979179242131 1.293547732602362, 103.7979179242131 1.292429527681129, 103.7969495303447 1.291870425220512, 103.7959811364763 1.292429527681129, 103.7959811364763 1.293547732602362, 103.7969495303447 1.294106835062979))"
8528,"POLYGON ((103.7988863180816 1.294106835062979, 103.79985471195 1.293547732602362, 103.79985471195 1.292429527681129, 103.7988863180816 1.291870425220512, 103.7979179242131 1.292429527681129, 103.7979179242131 1.293547732602362, 103.7988863180816 1.294106835062979))"
8529,"POLYGON ((103.8008231058184 1.294106835062979, 103.8017914996868 1.293547732602362, 103.8017914996868 1.292429527681129, 103.8008231058184 1.291870425220512, 103.79985471195 1.292429527681129, 103.79985471195 1.293547732602362, 103.8008231058184 1.294106835062979))"
8530,"POLYGON ((103.8027598935553 1.294106835062979, 103.8037282874237 1.293547732602362, 103.8037282874237 1.292429527681129, 103.8027598935553 1.291870425220512, 103.8017914996868 1.292429527681129, 103.8017914996868 1.293547732602362, 103.8027598935553 1.294106835062979))"
8531,"POLYGON ((103.8046966812921 1.294106835062979, 103.8056650751605 1.293547732602362, 103.8056650751605 1.292429527681129, 103.8046966812921 1.291870425220512, 103.8037282874237 1.292429527681129, 103.8037282874237 1.293547732602362, 103.8046966812921 1.294106835062979))"
8532,"POLYGON ((103.806633469029 1.294106835062979, 103.8076018628974 1.293547732602362, 103.8076018628974 1.292429527681129, 103.806633469029 1.291870425220512, 103.8056650751605 1.292429527681129, 103.8056650751605 1.293547732602362, 103.806633469029 1.294106835062979))"
8533,"POLYGON ((103.8085702567658 1.294106835062979, 103.8095386506342 1.293547732602362, 103.8095386506342 1.292481832917123, 103.809284686825 1.29249212331311, 103.809155276081 1.29249085958343, 103.80903353551 1.29246688551276, 103.808946200252 1.29242959318889, 103.80887440264 1.29238707740172, 103.808662088825 1.29219698238171, 103.8084367545842 1.291947502741032, 103.8076018628974 1.292429527681129, 103.8076018628974 1.293547732602362, 103.8085702567658 1.294106835062979))"
8534,"POLYGON ((103.8105070445027 1.294106835062979, 103.8114754383711 1.293547732602362, 103.8114754383711 1.292429527681129, 103.811109335601 1.292218158148289, 103.810856998611 1.29225913545313, 103.810272114108 1.29236034939715, 103.809578721422 1.29248020928313, 103.8095386506343 1.292481832917122, 103.8095386506343 1.293547732602362, 103.8105070445027 1.294106835062979))"
8535,"POLYGON ((103.8124438322395 1.294106835062979, 103.8134122261079 1.293547732602362, 103.8134122261079 1.292429527681129, 103.8126252958494 1.291975193284536, 103.8121261861682 1.292053818265276, 103.8114754383711 1.292429527681129, 103.8114754383711 1.293547732602362, 103.8124438322395 1.294106835062979))"
8536,"POLYGON ((103.8143806199764 1.294106835062979, 103.8153490138448 1.293547732602362, 103.8153490138448 1.292429527681129, 103.8143806199764 1.291870425220512, 103.813412226108 1.292429527681129, 103.813412226108 1.293547732602362, 103.8143806199764 1.294106835062979))"
8537,"POLYGON ((103.8155622905297 1.292306392329677, 103.8153490138448 1.292429527681129, 103.8153490138448 1.293547732602362, 103.8159283742233 1.293882226472843, 103.815776166707 1.29320120425942, 103.815754336402 1.29310165434228, 103.815732400914 1.29300998144166, 103.815594725733 1.2924344354765, 103.8155622905297 1.292306392329677))"
8538,"POLYGON ((103.7615917500045 1.292156560635652, 103.7620873510813 1.291870425220512, 103.7620873510813 1.290752220299278, 103.7612630727504 1.290276322983038, 103.760687988056 1.29062054861537, 103.7615917500045 1.292156560635652))"
8539,"POLYGON ((103.7630557449498 1.292429527681129, 103.7640241388182 1.291870425220512, 103.7640241388182 1.290752220299278, 103.7630557449498 1.290193117838662, 103.7620873510814 1.290752220299278, 103.7620873510814 1.291870425220512, 103.7630557449498 1.292429527681129))"
8540,"POLYGON ((103.7649925326866 1.292429527681129, 103.7659609265551 1.291870425220512, 103.7659609265551 1.290752220299278, 103.7649925326866 1.290193117838662, 103.7640241388182 1.290752220299278, 103.7640241388182 1.291870425220512, 103.7649925326866 1.292429527681129))"
8541,"POLYGON ((103.7676553570432 1.29201035024328, 103.7678977142919 1.291870425220512, 103.7678977142919 1.290752220299278, 103.7669293204235 1.290193117838662, 103.7659609265551 1.290752220299278, 103.7659609265551 1.291870425220512, 103.7666757225013 1.292283112852476, 103.76673250579 1.29221634284941, 103.766831506319 1.29210858141588, 103.766876539727 1.29206248082552, 103.766947265868 1.29198810234424, 103.767037841601 1.29191701084168, 103.767136754146 1.29184017684112, 103.76737037986 1.29164957733508, 103.76757858042 1.29191315520718, 103.7676553570432 1.29201035024328))"
8542,"POLYGON ((103.7688661081603 1.292429527681129, 103.7698345020288 1.291870425220512, 103.7698345020288 1.290752220299278, 103.7688661081603 1.290193117838662, 103.7678977142919 1.290752220299278, 103.7678977142919 1.291870425220512, 103.7688661081603 1.292429527681129))"
8543,"POLYGON ((103.7708028958972 1.292429527681129, 103.7717712897656 1.291870425220512, 103.7717712897656 1.290752220299278, 103.7708028958972 1.290193117838662, 103.7698345020288 1.290752220299278, 103.7698345020288 1.291870425220512, 103.7708028958972 1.292429527681129))"
8544,"POLYGON ((103.772739683634 1.292429527681129, 103.7737080775025 1.291870425220512, 103.7737080775025 1.290752220299278, 103.772739683634 1.290193117838662, 103.7717712897656 1.290752220299278, 103.7717712897656 1.291870425220512, 103.772739683634 1.292429527681129))"
8545,"POLYGON ((103.7746764713709 1.292429527681129, 103.7756448652393 1.291870425220512, 103.7756448652393 1.290752220299278, 103.7746764713709 1.290193117838662, 103.7737080775025 1.290752220299278, 103.7737080775025 1.291870425220512, 103.7746764713709 1.292429527681129))"
8546,"POLYGON ((103.7766132591077 1.292429527681129, 103.7775816529762 1.291870425220512, 103.7775816529762 1.290752220299278, 103.7766132591077 1.290193117838662, 103.7756448652393 1.290752220299278, 103.7756448652393 1.291870425220512, 103.7766132591077 1.292429527681129))"
8547,"POLYGON ((103.7785500468446 1.292429527681129, 103.779518440713 1.291870425220512, 103.779518440713 1.290752220299278, 103.7785500468446 1.290193117838662, 103.7775816529762 1.290752220299278, 103.7775816529762 1.291870425220512, 103.7785500468446 1.292429527681129))"
8548,"POLYGON ((103.7804868345815 1.292429527681129, 103.7814552284499 1.291870425220512, 103.7814552284499 1.290752220299278, 103.7804868345815 1.290193117838662, 103.779518440713 1.290752220299278, 103.779518440713 1.291870425220512, 103.7804868345815 1.292429527681129))"
8549,"POLYGON ((103.7824236223183 1.292429527681129, 103.7833920161867 1.291870425220512, 103.7833920161867 1.290752220299278, 103.7824236223183 1.290193117838662, 103.7814552284499 1.290752220299278, 103.7814552284499 1.291870425220512, 103.7824236223183 1.292429527681129))"
8550,"POLYGON ((103.7843604100552 1.292429527681129, 103.7853288039236 1.291870425220512, 103.7853288039236 1.290752220299278, 103.7843604100552 1.290193117838662, 103.7833920161867 1.290752220299278, 103.7833920161867 1.291870425220512, 103.7843604100552 1.292429527681129))"
8551,"POLYGON ((103.786297197792 1.292429527681129, 103.7872655916604 1.291870425220512, 103.7872655916604 1.290752220299278, 103.786297197792 1.290193117838662, 103.7853288039236 1.290752220299278, 103.7853288039236 1.291870425220512, 103.786297197792 1.292429527681129))"
8552,"POLYGON ((103.7882339855289 1.292429527681129, 103.7892023793973 1.291870425220512, 103.7892023793973 1.290752220299278, 103.7882339855289 1.290193117838662, 103.7872655916604 1.290752220299278, 103.7872655916604 1.291870425220512, 103.7882339855289 1.292429527681129))"
8553,"POLYGON ((103.7901707732657 1.292429527681129, 103.7911391671341 1.291870425220512, 103.7911391671341 1.290752220299278, 103.7901707732657 1.290193117838662, 103.7892023793973 1.290752220299278, 103.7892023793973 1.291870425220512, 103.7901707732657 1.292429527681129))"
8554,"POLYGON ((103.7921075610026 1.292429527681129, 103.793075954871 1.291870425220512, 103.793075954871 1.290752220299278, 103.7921075610026 1.290193117838662, 103.7911391671341 1.290752220299278, 103.7911391671341 1.291870425220512, 103.7921075610026 1.292429527681129))"
