coordinates,raffles_place_dist,one_north_dist,jurong_east_dist,orchard_dist,changi_dist,raffles_place_drive,one_north_drive,jurong_east_drive,orchard_drive,changi_drive
"(1.3787809819999999, 103.8951536)",30.78,44.32,63.37,32.37,50.1,25.32,34.55,36.7,22.73,25.27
"(1.36286924, 103.88982840000001)",28.85,44.37,60.83,32.42,45.85,20.85,29.15,31.7,17.1,27.5
"(1.370168991, 103.89362609999999)",23.98,37.52,50.05,25.68,41.9,22.52,30.82,33.37,18.97,26.75
"(1.320308144, 103.7389677)",38.05,31.42,16.95,44.98,69.67,21.57,13.47,8.92,24.58,43.92
"(1.320083142, 103.7472473)",33.47,26.32,19.97,38.78,67.12,20.12,12.02,7.45,23.12,42.45
"(1.340464868, 103.7472942)",37.07,29.92,9.52,42.43,70.72,24.97,16.87,6.23,20.58,40.13
"(1.338423949, 103.74685490000002)",34.42,27.27,8.23,40.27,68.07,22.48,14.38,2.5,20.73,40.27
"(1.3417765879999999, 103.7400573)",37.87,30.72,6.32,42.3,71.52,25.4,17.3,2.97,23.62,43.17
"(1.3504103980000002, 103.7314815)",40.27,32.98,12.58,45.68,73.92,26.82,18.72,5.42,24.63,44.18
"(1.348803421, 103.7289844)",40.45,33.3,13.75,45.3,74.1,26.65,18.55,5.25,24.62,44.15
"(1.3476705869999999, 103.7289311)",42.15,35.42,15.02,44.35,75.8,26.48,18.38,5.42,24.93,44.48
"(1.341372153, 103.73675420000001)",32.43,26.0,11.83,38.08,66.08,25.27,17.17,3.42,24.22,43.77
"(1.337888414, 103.7466041)",35.85,28.7,9.37,41.22,69.5,22.88,14.78,2.9,21.12,40.67
"(1.333889396, 103.7233061)",39.27,33.27,28.5,41.47,72.92,23.32,15.22,9.23,26.32,45.65
"(1.349557514, 103.72432909999999)",39.17,32.02,15.32,44.48,72.82,27.9,19.8,7.65,25.38,44.93
"(1.340693227, 103.6878156)",44.48,37.55,26.97,49.53,76.1,31.43,23.33,14.55,31.48,51.03
"(1.351925131, 103.7244968)",40.07,32.92,15.48,45.38,73.72,28.05,19.95,6.65,26.02,45.57
"(1.349955415, 103.71770479999999)",38.95,31.8,18.27,44.27,72.6,27.1,19.0,7.22,26.62,46.17
"(1.3468862730000002, 103.6954714)",43.97,37.7,35.33,46.17,77.62,31.72,23.62,14.32,31.25,50.78
"(1.345925681, 103.7003809)",42.22,35.57,30.03,44.42,74.12,30.8,22.7,12.48,29.37,48.92
"(1.34129441, 103.6892708)",43.95,36.67,26.08,46.15,77.6,30.73,22.63,13.85,30.78,50.32
"(1.347438273, 103.6979363)",43.45,37.45,30.8,45.65,77.1,31.68,23.58,13.37,30.3,49.83
"(1.3464268069999998, 103.6919365)",44.7,38.7,29.33,46.9,77.73,30.97,22.87,14.55,31.48,51.03
"(1.3522034580000002, 103.7043861)",42.38,36.38,25.87,44.58,76.03,29.95,21.85,11.12,28.05,47.58
"(1.349084238, 103.7153429)",41.67,34.73,20.02,44.93,73.28,27.88,19.78,7.98,27.2,46.73
"(1.341621407, 103.6897342)",42.8,35.52,24.93,45.0,76.45,30.9,22.8,14.02,30.95,50.48
"(1.344860533, 103.69168420000001)",39.95,32.8,23.2,45.27,73.6,30.52,22.42,14.1,31.12,50.67
"(1.352632579, 103.719401)",40.07,32.92,18.2,46.07,73.72,27.7,19.6,7.48,26.85,46.38
"(1.3458412, 103.6996054)",43.0,36.35,32.77,45.2,74.9,31.32,23.22,13.0,29.93,49.48
"(1.34828949, 103.69620570000001)",43.63,37.37,31.08,45.83,77.28,31.15,23.05,13.5,30.43,49.97
"(1.344408267, 103.69095870000001)",41.63,34.48,24.88,46.95,75.28,31.23,23.13,14.35,31.27,50.8
"(1.339252294, 103.6956902)",39.0,31.85,22.25,41.2,72.65,30.23,22.13,13.95,30.9,50.43
"(1.347144687, 103.69665479999999)",43.13,37.13,32.27,45.33,76.78,31.9,23.8,14.25,31.13,50.67
"(1.337697823, 103.7191457)",35.97,28.82,25.43,41.28,69.62,26.15,18.05,9.42,28.72,48.25
"(1.34309421, 103.69886609999999)",41.07,33.92,31.32,46.45,74.72,31.2,23.1,14.13,31.18,50.72
"(1.336398275, 103.70186329999999)",41.23,34.08,24.48,43.85,74.88,29.83,21.73,12.4,31.65,51.18
"(1.33638401, 103.7033827)",38.72,31.57,29.58,42.07,72.37,30.58,22.48,13.15,32.5,52.03
"(1.350035071, 103.70490790000001)",41.12,35.12,28.47,43.32,74.77,31.03,22.93,11.57,28.43,47.97
"(1.347609581, 103.6992277)",43.85,37.85,31.2,46.05,77.5,31.55,23.45,13.23,30.17,49.72
"(1.350239679, 103.6950702)",43.95,37.95,31.85,46.15,77.6,31.58,23.48,13.93,30.9,50.43
"(1.341630323, 103.6958322)",40.6,33.45,23.85,45.92,74.25,29.43,21.33,13.22,30.08,49.63
"(1.345080096, 103.7044007)",40.88,34.88,28.23,43.08,74.53,30.0,21.72,11.92,28.95,48.5
"(1.3519538080000002, 103.7193967)",39.7,32.55,17.1,45.02,73.35,27.43,19.33,7.22,26.57,46.12
"(1.349556426, 103.72080129999999)",35.83,28.68,18.35,41.15,69.48,27.08,18.98,7.87,27.15,46.68
"(1.3366422070000001, 103.6979897)",36.62,29.48,23.48,41.05,70.27,28.9,20.8,12.95,31.25,50.8
"(1.338132418, 103.701603)",38.55,31.42,24.92,42.98,72.2,31.45,23.35,13.87,32.13,51.68
"(1.337974917, 103.6996976)",38.38,31.25,25.25,42.82,72.03,30.55,22.45,13.2,31.85,51.38
"(1.3455926999999999, 103.7078953)",39.9,33.85,22.2,52.43,72.4,29.08,20.98,10.47,28.23,47.78
"(1.348911526, 103.7164588)",40.98,35.52,19.43,43.18,74.63,27.95,19.85,8.38,27.73,47.28
"(1.3366605520000001, 103.70373029999999)",39.07,31.92,28.4,41.27,72.72,30.97,22.87,13.53,32.73,52.28
"(1.3452162680000002, 103.7055248)",40.67,34.67,26.97,51.93,74.32,29.6,21.5,11.52,29.8,49.33
"(1.352914538, 103.7038285)",44.02,38.02,26.0,46.22,77.67,32.02,23.92,12.7,29.63,49.18
"(1.345943057, 103.69713459999998)",44.65,38.65,33.7,46.85,77.48,32.37,24.27,14.28,29.52,49.07
"(1.333670814, 103.7246596)",39.73,32.58,27.32,45.05,73.38,23.3,15.2,9.22,26.32,45.65
"(1.349552294, 103.6967081)",41.67,35.67,28.68,43.87,74.72,33.43,25.33,15.77,32.75,52.28
"(1.342549525, 103.69443829999999)",41.2,34.05,31.87,46.52,74.85,30.23,22.13,14.02,30.95,50.48
"(1.329285993, 103.7223857)",41.03,35.03,30.27,43.23,74.68,23.3,15.2,10.38,26.32,45.65
"(1.342882765, 103.6948548)",41.37,34.22,32.87,46.68,75.02,30.37,22.27,14.15,31.08,50.62
"(1.320346637, 103.8683475)",22.88,49.13,48.9,32.38,35.42,13.2,24.0,27.68,12.15,28.57
"(1.3206644570000001, 103.8699146)",19.85,40.78,51.5,28.33,34.27,13.32,24.12,27.8,12.23,28.65
"(1.328040979, 103.85666590000001)",26.32,39.23,59.85,21.25,55.03,12.57,20.85,23.42,9.02,29.97
"(1.326905919, 103.8564866)",24.28,37.93,58.55,24.37,53.73,13.08,21.37,23.93,9.48,30.43
"(1.32319023, 103.857028)",25.03,43.38,63.03,25.4,55.73,12.48,20.78,24.92,8.95,29.9
"(1.3282230640000001, 103.85151979999999)",22.57,32.77,44.65,21.43,46.93,13.47,20.4,22.57,9.08,30.88
"(1.3167570720000001, 103.8511056)",18.73,31.63,54.23,17.15,42.4,11.68,19.63,24.13,5.3,29.53
"(1.327148176, 103.8557009)",22.87,36.52,58.17,18.53,49.4,13.57,21.87,24.43,9.93,30.88
"(1.311600762, 103.85140009999999)",15.78,32.43,46.32,17.95,41.67,11.05,20.42,24.9,5.98,28.75
"(1.314813177, 103.8708896)",14.72,39.2,48.72,23.1,32.72,12.97,24.28,27.25,12.82,26.85
"(1.321420379, 103.85910030000001)",17.12,33.77,49.03,22.28,40.73,12.48,22.28,26.35,10.43,27.45
"(1.313079277, 103.87238020000001)",12.75,35.23,47.12,22.37,31.15,11.15,22.47,25.42,11.35,25.02
"(1.320317021, 103.85847609999999)",17.18,33.83,49.1,21.23,39.8,11.58,21.37,25.33,9.7,26.72
"(1.304222795, 103.911164)",32.27,53.83,66.45,40.83,36.43,14.9,25.8,32.13,18.0,17.47
"(1.3021128020000001, 103.9094814)",33.27,55.68,66.23,41.85,40.65,16.08,26.98,33.32,19.18,18.83
"(1.304522102, 103.915054)",32.58,54.15,66.78,41.17,36.85,15.38,26.28,32.62,18.65,17.5
"(1.302380702, 103.9092389)",32.62,54.18,65.58,46.33,40.23,15.58,26.48,32.82,18.62,18.27
"(1.388546562, 103.98780450000001)",57.67,80.77,93.67,76.1,37.72,35.7,44.1,46.25,33.03,20.3
"(1.3737587919999998, 103.9597151)",40.77,63.17,78.28,51.42,31.05,32.08,40.47,42.63,29.0,16.27
"(1.380934399, 103.9362347)",44.43,64.8,78.83,53.97,34.72,27.0,36.23,38.4,24.77,17.6
"(1.3726893480000002, 103.9617806)",40.35,65.0,75.63,50.77,30.67,31.9,40.3,42.47,28.83,16.1
"(1.3734997709999999, 103.9575888)",39.53,61.93,77.05,50.18,29.82,31.9,41.13,43.28,29.67,16.97
"(1.367695081, 103.9584042)",39.17,62.22,72.68,50.47,23.75,31.72,40.1,42.27,28.63,15.9
"(1.3729171980000001, 103.95422579999999)",38.12,61.25,75.38,49.37,28.4,32.85,41.23,43.4,29.85,17.12
"(1.382443154, 103.9363714)",43.42,66.23,77.82,52.95,33.7,27.05,36.27,38.43,24.8,17.63
"(1.3751771469999998, 103.95920720000001)",37.62,60.75,74.88,48.87,27.9,33.35,41.75,43.92,30.28,17.55
"(1.3813258819999998, 103.9382329)",41.35,63.75,76.52,50.43,31.63,28.13,37.35,39.52,25.88,17.5
"(1.3759475890000001, 103.93600090000001)",44.02,65.52,79.07,49.72,36.85,27.22,36.45,38.6,25.05,15.73
"(1.382242679, 103.9366468)",43.03,65.85,77.43,52.57,33.32,27.27,36.5,38.67,24.95,17.77
"(1.36463199, 103.96100179999999)",44.38,67.17,77.63,53.92,23.0,30.43,38.83,41.0,27.4,14.67
"(1.364340022, 103.96402890000002)",42.62,65.0,75.75,55.55,19.45,30.5,38.88,41.05,27.62,14.88
"(1.3774692380000002, 103.9352123)",45.18,64.02,80.47,48.22,36.57,27.15,36.37,38.53,24.9,17.27
"(1.373622502, 103.9559322)",36.28,58.68,68.58,46.93,26.57,31.72,40.12,42.28,27.87,15.13
"(1.374470337, 103.9625802)",40.53,63.4,75.82,50.52,31.82,32.2,40.58,42.75,29.12,16.38
"(1.370643256, 103.9614538)",42.95,67.6,78.23,53.37,29.62,30.77,39.15,41.32,27.68,14.95
"(1.369425986, 103.9613889)",44.53,68.55,79.02,54.95,25.52,30.27,38.65,40.82,27.18,14.45
"(1.376149707, 103.94423909999999)",41.83,66.32,77.57,51.37,32.12,30.57,39.78,41.95,28.32,16.82
"(1.3692557630000002, 103.9511373)",40.27,64.75,73.55,49.8,26.0,29.55,38.77,40.93,27.3,15.5
"(1.375933694, 103.94650250000001)",37.48,60.62,74.75,48.35,27.77,30.82,40.03,42.2,28.57,17.07
"(1.3739800080000002, 103.9475074)",34.43,57.57,68.18,43.32,24.72,29.3,38.53,40.7,27.07,15.38
"(1.369408655, 103.9507092)",39.42,62.95,74.75,48.95,26.7,29.8,39.03,41.2,27.57,15.75
"(1.405792305, 103.9057772)",35.42,47.87,65.63,35.77,44.42,27.28,36.32,38.67,25.05,21.75
"(1.399632865, 103.9114585)",38.68,51.13,68.9,39.03,49.6,27.33,36.57,38.73,25.05,22.13
"(1.399884825, 103.9118964)",38.55,51.0,70.27,40.78,51.12,28.1,37.33,39.48,25.88,22.97
"(1.4002542130000002, 103.91395379999999)",37.65,50.1,68.75,39.88,52.4,28.28,37.52,39.68,25.98,23.57
"(1.400407926, 103.9137505)",37.22,49.67,68.32,39.45,50.05,28.42,37.65,39.82,26.13,23.72
"(1.403665376, 103.9075323)",36.18,48.63,67.07,37.2,43.72,26.9,36.12,38.28,24.6,21.3
"(1.4021173040000001, 103.9110815)",35.73,48.18,65.95,36.08,49.6,28.2,37.43,39.58,25.9,22.6
"(1.4030127669999999, 103.9068635)",35.6,51.17,67.43,39.07,41.2,26.75,35.98,38.15,24.6,21.3
"(1.402713299, 103.9072462)",37.33,49.78,67.55,37.68,42.28,26.68,35.92,38.08,24.33,21.03
"(1.4004914480000001, 103.91198299999999)",38.17,50.62,69.27,40.4,51.95,28.52,37.73,39.9,26.38,23.47
"(1.4035301269999998, 103.9084634)",35.72,48.17,66.7,38.45,43.97,28.13,37.37,39.53,25.83,22.53
"(1.404720474, 103.9049679)",36.12,48.57,66.33,36.47,40.48,27.52,36.75,38.92,25.28,22.0
"(1.404401623, 103.90566379999999)",37.32,49.77,68.53,37.67,40.75,27.43,36.65,38.82,25.23,21.93
"(1.398860781, 103.90826659999999)",36.1,48.55,66.32,36.45,42.5,27.3,36.52,38.68,25.03,21.73
"(1.395529913, 103.90885959999999)",35.58,48.03,66.68,37.82,41.38,28.58,37.82,39.97,26.53,23.25
"(1.393970531, 103.91066359999999)",38.02,50.47,71.75,40.25,44.08,28.8,38.02,40.18,26.55,23.28
"(1.3987520340000001, 103.9108807)",37.27,49.72,67.48,37.62,51.28,28.07,37.28,39.45,25.87,22.57
"(1.397847151, 103.9064361)",34.93,47.38,66.03,37.17,38.95,26.63,35.85,38.02,24.5,21.22
"(1.399774254, 103.9068498)",34.42,46.87,65.52,35.97,41.92,27.18,36.42,38.58,24.95,21.65
"(1.397359333, 103.91011879999999)",36.9,49.35,68.0,39.13,43.9,28.43,37.67,39.82,26.08,23.67
"(1.395225289, 103.9160007)",38.27,50.72,69.17,40.5,47.85,28.22,37.45,39.6,25.98,23.55
"(1.310150547, 103.7870824)",20.92,13.8,34.18,27.58,54.57,17.95,5.68,17.5,17.13,40.73
"(1.291876436, 103.8026323)",17.25,22.83,36.3,30.48,50.9,13.52,8.23,18.13,14.13,36.48
"(1.3061918259999998, 103.8011938)",18.27,18.33,29.75,26.72,51.92,15.2,7.22,19.85,12.12,37.12
"(1.29429994, 103.79972590000001)",20.1,19.08,29.5,29.57,53.75,14.27,8.98,18.88,14.82,37.17
"(1.29069966, 103.8023629)",16.73,21.23,31.55,31.62,50.38,13.22,7.92,17.83,13.75,36.1
"(1.3077052759999999, 103.8012725)",20.78,20.85,32.15,24.62,54.43,15.78,7.8,20.42,12.68,37.7
"(1.312693106, 103.7883088)",23.78,16.67,30.38,25.6,57.43,17.18,4.9,16.72,16.35,39.97
"(1.3067225740000001, 103.7835241)",22.57,15.95,28.3,26.58,56.22,16.35,5.53,14.7,16.98,38.68
"(1.30153487, 103.7976404)",15.58,14.33,22.88,23.95,49.23,16.8,5.88,18.52,16.53,40.9
"(1.308371263, 103.7851335)",18.6,11.4,29.68,25.73,52.25,18.62,6.62,15.67,18.25,41.15
"(1.293482013, 103.8049167)",14.0,14.68,25.6,26.67,47.65,14.27,8.48,18.88,14.78,37.13
"(1.2942364259999999, 103.81203520000001)",17.88,25.55,33.95,29.75,51.53,11.73,11.13,21.38,12.28,36.82
"(1.3020587829999999, 103.7965817)",17.1,25.22,24.4,25.47,50.75,16.52,5.62,18.25,16.08,40.45
"(1.301129092, 103.797123)",17.0,15.75,24.3,25.37,50.65,16.57,5.67,18.28,16.15,40.52
"(1.310572276, 103.7876431)",19.8,12.65,25.87,26.93,53.45,18.07,5.8,17.62,17.23,40.85
"(1.305370112, 103.7860795)",26.47,20.18,32.73,30.75,60.12,16.57,3.88,15.6,17.67,38.88
"(1.292255234, 103.8148798)",14.72,20.1,31.23,24.9,48.37,10.33,11.17,21.42,10.85,35.38
"(1.294799758, 103.8046091)",14.47,14.95,26.33,24.9,48.12,15.07,9.03,19.68,15.6,37.95
"(1.451324549, 103.81803120000001)",44.13,53.47,39.9,40.1,62.05,37.8,39.98,35.02,34.25,44.0
"(1.44623077, 103.8199939)",44.45,53.78,40.22,40.42,62.37,36.55,39.42,34.47,32.98,42.72
"(1.449252211, 103.8177946)",41.8,51.13,37.57,37.77,59.72,36.78,38.95,34.0,33.23,42.97
"(1.45053763, 103.8191355)",40.62,49.95,37.73,36.58,58.53,37.3,39.47,34.52,33.75,43.48
"(1.452185714, 103.82136990000001)",44.58,53.92,45.78,40.55,60.25,36.8,40.03,35.08,33.27,43.0
"(1.452990614, 103.8185328)",45.57,54.9,40.53,41.53,64.42,38.92,42.15,37.18,35.37,45.12
"(1.451998179, 103.81947559999999)",45.45,54.78,41.22,41.42,63.37,38.6,41.83,36.88,35.05,44.8
"(1.450484225, 103.8245785)",42.02,51.35,37.98,37.98,64.22,36.73,40.9,35.95,33.18,42.93
"(1.450008617, 103.8141109)",50.37,59.7,53.53,46.33,68.28,37.18,39.37,34.42,33.65,43.4
"(1.449663177, 103.8155449)",46.48,55.82,44.63,42.45,64.4,36.05,38.23,33.28,32.52,42.25
"(1.450588798, 103.82164940000001)",42.52,51.85,38.28,38.48,60.43,36.77,40.27,35.32,33.43,43.17
"(1.4467573459999998, 103.8215624)",47.0,56.33,42.97,42.97,64.92,37.03,41.33,36.38,33.5,43.25
"(1.3927451830000002, 103.87772)",37.23,49.68,69.88,39.47,47.53,24.9,33.18,36.68,21.35,27.1
"(1.383993735, 103.8991735)",35.43,47.88,65.92,36.05,42.78,25.43,34.67,36.82,23.18,22.93
"(1.391839031, 103.8879959)",38.8,51.25,69.78,41.75,48.08,26.48,34.78,38.27,22.83,23.8
"(1.394540687, 103.905459)",38.42,50.87,68.63,38.77,42.68,27.78,37.02,39.17,25.05,23.13
"(1.3875661959999999, 103.89482109999999)",29.13,42.67,63.75,33.57,49.9,27.38,35.68,39.17,23.85,24.73
"(1.3933223719999999, 103.9071162)",37.93,50.38,71.92,41.57,40.33,27.02,36.23,38.4,24.77,22.6
"(1.38795725, 103.9058522)",35.53,47.98,65.75,35.88,42.4,25.73,34.95,37.12,23.5,23.58
"(1.3830050130000002, 103.9002725)",37.63,50.75,68.52,38.65,45.38,24.98,34.22,36.37,22.63,23.73
"(1.3939263919999998, 103.8879582)",35.47,50.35,68.02,38.93,45.57,26.55,34.83,38.33,23.0,24.83
"(1.3939059059999999, 103.8967321)",30.88,44.42,56.83,32.47,43.5,28.1,37.28,39.5,25.45,22.57
"(1.391348504, 103.88801240000001)",37.87,50.32,68.85,41.27,47.6,26.98,35.28,38.77,23.45,24.35
"(1.3931404980000002, 103.8895097)",37.42,49.87,70.23,39.65,54.67,26.6,34.9,38.38,23.38,23.77
"(1.39176689, 103.873323)",51.82,56.07,71.12,47.78,54.1,22.7,31.0,34.48,19.05,27.77
"(1.3934666009999999, 103.8920569)",34.18,46.75,64.45,34.65,45.02,26.93,35.23,38.72,23.38,23.0
"(1.387412626, 103.8997197)",34.55,47.0,67.1,37.23,43.97,25.65,34.87,37.03,23.15,22.95
"(1.382952332, 103.8978626)",33.1,45.67,63.32,35.0,44.92,26.98,35.85,38.37,23.52,25.48
"(1.384074856, 103.8949397)",28.28,41.82,54.35,29.98,46.2,25.03,33.83,36.42,22.05,23.93
"(1.3887201880000002, 103.9068691)",36.85,49.3,67.07,37.2,43.72,25.65,34.87,37.03,23.42,23.28
"(1.391641062, 103.907924)",36.93,49.38,67.52,37.65,45.37,26.85,36.08,38.25,24.62,22.45
"(1.39185684, 103.88470240000001)",36.25,48.7,67.35,38.48,48.88,27.8,36.1,39.58,24.27,25.95
"(1.387631064, 103.9082329)",37.57,50.02,68.4,38.53,45.05,24.98,34.2,36.37,22.82,23.38
"(1.3882193840000001, 103.87317890000001)",47.63,49.65,60.92,39.4,58.85,22.85,31.13,34.63,19.3,28.05
"(1.383586912, 103.9025244)",33.82,46.53,64.18,36.32,42.77,24.38,33.6,35.77,21.8,24.35
"(1.3933335709999999, 103.8890002)",37.62,50.07,70.43,39.85,48.4,27.18,35.48,38.97,23.03,23.83
"(1.3929618069999998, 103.89929140000001)",33.6,46.05,63.82,33.95,43.95,27.62,36.38,39.02,24.55,22.62
"(1.390762155, 103.9051958)",35.33,47.78,65.55,35.68,42.2,25.63,34.87,37.03,23.35,21.87
"(1.394132982, 103.8954436)",31.2,44.73,57.15,32.78,44.62,28.48,37.37,39.87,25.52,23.95
"(1.392836795, 103.9031463)",34.73,47.18,64.95,35.08,44.07,26.9,36.13,38.3,24.57,21.27
"(1.386967719, 103.8972601)",32.82,47.27,66.8,37.02,45.57,25.6,34.82,36.98,23.2,24.07
"(1.392607205, 103.9035635)",35.12,47.57,65.33,35.47,45.05,27.18,36.42,38.58,24.83,21.53
"(1.388791435, 103.8729798)",48.78,50.6,61.87,40.35,63.05,22.4,30.7,34.18,18.87,27.6
"(1.3882117280000001, 103.897871)",32.62,47.0,65.17,36.07,45.3,27.52,36.35,38.92,24.57,24.02
"(1.393874284, 103.8992814)",32.43,45.48,63.25,33.38,42.75,27.1,35.85,38.48,24.25,22.17
"(1.3917337419999998, 103.8851556)",35.68,48.13,66.78,37.92,47.58,27.2,35.5,38.98,23.65,25.35
"(1.390904607, 103.8846829)",34.53,46.98,65.63,36.77,46.05,26.62,34.92,38.4,23.07,24.77
"(1.39194188, 103.8890185)",40.02,52.47,71.47,42.17,48.58,26.5,34.78,38.28,22.72,23.3
"(1.3860399840000002, 103.89696670000001)",34.62,47.18,66.33,35.08,49.53,25.33,34.55,36.72,22.9,23.77
"(1.3925440869999999, 103.8917765)",34.12,48.13,64.33,36.03,48.0,27.0,35.28,38.78,23.45,23.17
"(1.371199523, 103.8756324)",38.7,45.98,58.4,34.67,56.15,21.28,29.58,33.07,17.07,29.63
"(1.3529344580000002, 103.8659708)",24.85,32.15,44.03,20.82,38.63,18.18,25.0,28.73,14.77,31.02
"(1.356316888, 103.8731755)",26.7,34.0,47.4,22.67,38.38,18.8,27.1,30.58,15.27,29.12
"(1.352438279, 103.87329809999999)",22.47,33.5,45.38,22.17,36.42,18.6,26.9,29.45,15.05,29.18
"(1.34914801, 103.87385309999999)",19.08,32.55,44.43,21.22,35.47,17.97,26.25,28.82,14.37,28.33
"(1.3713234280000002, 103.87408559999999)",38.35,42.4,57.3,34.32,50.82,20.8,29.1,32.58,17.27,30.23
"(1.3674412440000001, 103.87521459999999)",29.02,42.0,54.12,30.67,43.27,20.62,28.92,32.4,17.08,30.48
"(1.3749619219999998, 103.87218859999999)",37.22,47.2,64.18,33.18,49.55,20.02,28.32,31.8,16.47,30.95
"(1.3525243919999999, 103.8680439)",26.63,34.72,48.42,23.38,41.2,17.35,25.63,29.13,13.85,30.1
"(1.350362805, 103.9345545)",35.9,57.3,71.88,47.15,26.12,26.88,34.82,36.98,23.23,18.3
"(1.354664431, 103.95316590000002)",37.4,59.8,74.92,49.52,14.38,27.03,34.97,37.12,23.5,12.48
"(1.3603140740000002, 103.9515906)",43.25,67.9,78.53,55.25,18.7,29.05,36.98,39.15,25.52,14.5
"(1.355149954, 103.9519622)",37.43,60.57,74.7,48.68,15.75,28.08,36.0,38.17,24.35,13.35
"(1.359244202, 103.95464079999999)",44.58,67.02,71.42,53.27,16.72,28.9,36.82,38.98,25.35,14.35
"(1.351532771, 103.9328055)",41.35,60.82,74.87,52.6,27.87,25.98,33.9,36.07,22.43,17.52
"(1.3482999409999998, 103.9500595)",38.67,60.57,73.07,49.48,25.07,27.03,34.97,37.13,23.48,13.25
"(1.355904136, 103.9480246)",34.78,57.92,68.53,43.67,17.1,27.75,35.68,37.85,24.35,14.28
"(1.347639667, 103.93669799999999)",34.95,58.48,64.0,49.92,21.23,24.58,32.52,34.68,21.05,16.12
"(1.3483642180000002, 103.94815870000001)",37.97,59.9,71.25,47.5,26.68,25.98,33.92,36.07,22.43,13.37
"(1.350000848, 103.9459783)",35.2,59.68,74.3,44.08,25.48,26.65,34.58,36.73,23.1,14.17
"(1.347936072, 103.9563398)",33.35,56.48,70.03,44.6,17.87,26.0,33.92,36.08,22.45,14.72
"(1.351538029, 103.9568979)",37.67,60.8,74.93,48.92,18.42,28.87,36.78,38.95,25.12,14.1
"(1.346115458, 103.93740849999999)",33.45,56.18,62.18,48.1,18.18,23.95,31.88,34.03,20.42,15.48
"(1.3428542559999999, 103.9498804)",34.17,58.65,68.07,43.05,18.37,25.97,33.88,36.05,22.43,16.37
"(1.35881527, 103.9351473)",39.52,61.92,77.03,50.77,27.5,27.88,36.33,38.5,24.87,17.77
"(1.356163987, 103.9374813)",37.63,60.03,75.15,48.88,24.82,27.83,35.75,37.92,24.28,17.38
"(1.357072711, 103.9476016)",35.73,58.88,71.57,45.27,11.93,28.6,36.53,38.7,25.07,15.85
"(1.3586023880000002, 103.9377306)",39.93,62.33,77.45,51.18,23.77,28.55,36.48,38.65,24.9,17.98
"(1.346584244, 103.95431640000001)",33.5,56.93,70.28,42.38,20.13,26.75,34.67,36.83,23.2,15.63
"(1.351965749, 103.9502377)",34.22,56.62,68.08,45.47,17.1,28.13,36.05,38.22,24.58,13.58
"(1.350391081, 103.9549016)",40.62,63.67,74.13,51.55,20.75,27.42,35.35,37.5,24.9,15.57
"(1.3582522519999998, 103.95836740000001)",41.2,65.6,74.33,57.9,18.17,29.78,37.7,39.87,26.02,14.07
"(1.355517061, 103.9526865)",37.6,60.73,74.83,48.85,12.42,28.35,36.27,38.43,24.8,13.78
"(1.359155794, 103.94514050000001)",37.42,60.55,74.23,48.67,19.2,28.4,36.32,38.48,24.85,15.65
"(1.354776164, 103.9339796)",42.2,61.9,77.48,53.45,27.72,27.92,35.83,38.0,24.37,18.92
"(1.351868375, 103.94846329999999)",34.18,57.32,67.93,43.07,24.47,28.4,36.32,38.48,24.85,13.85
"(1.347283604, 103.9365539)",33.65,56.78,63.38,49.3,18.73,24.58,32.52,34.67,21.87,16.93
"(1.351041308, 103.9460515)",33.72,56.85,67.47,42.6,24.0,26.68,34.62,36.77,23.13,14.97
"(1.357274422, 103.93344520000001)",44.77,68.13,80.05,56.02,32.78,27.35,35.8,37.97,24.35,18.25
"(1.349532231, 103.94745909999999)",36.18,60.67,73.52,45.72,26.47,27.35,35.28,37.43,23.93,15.0
"(1.3540236559999999, 103.95398859999999)",37.2,59.6,67.88,53.8,12.07,27.27,35.18,37.35,23.7,12.7
"(1.346423138, 103.9409699)",34.7,59.53,61.93,47.85,17.93,25.8,33.72,35.88,22.25,17.32
"(1.3452417230000002, 103.9390987)",33.12,58.95,60.35,46.27,16.35,25.18,33.1,35.27,21.63,16.72
"(1.3537566490000001, 103.9509704)",38.75,61.47,72.93,48.28,18.95,28.45,36.37,38.53,24.9,13.88
"(1.351145705, 103.9617981)",44.97,67.5,78.25,56.22,24.65,29.1,37.03,39.18,25.57,14.55
"(1.357617586, 103.96137900000001)",43.4,65.78,76.53,61.75,23.08,29.18,37.1,39.27,25.32,13.42
"(1.3558637919999998, 103.95604909999999)",35.88,59.02,67.25,53.17,11.43,27.98,35.92,38.08,24.45,13.43
"(1.354960044, 103.95852099999999)",41.32,63.72,76.98,52.57,17.25,28.03,35.97,38.12,24.5,13.48
"(1.344253486, 103.9596028)",37.12,60.25,74.38,47.18,15.6,25.57,33.5,35.67,22.03,14.28
"(1.352013709, 103.9319993)",37.62,60.75,73.6,48.87,26.43,26.32,34.77,36.92,23.3,18.5
"(1.362265899, 103.9520601)",44.52,69.08,78.03,59.52,24.22,28.12,36.03,38.2,25.38,14.38
"(1.344166525, 103.95633829999998)",31.42,54.28,65.17,40.3,15.33,25.9,33.83,36.0,22.37,15.25
"(1.358780925, 103.94727590000001)",37.38,61.18,74.87,46.92,17.65,27.87,35.78,37.95,24.32,15.1
"(1.354486703, 103.95850940000001)",42.7,67.18,76.45,54.78,17.4,27.25,35.17,37.33,23.67,12.65
